GameID;GameDate;HomeTeamName;AwayTeamName;HomeGoals;AwayGoals;Winner;CompetitionName;Country;PlayerID;PlayerName;Position;BirthDate;PlayerTeamName;MinutesPlayed;Goals;Assists;YellowCards;RedCards
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;164693;Jakob Ankersen;Midfield;1990-09-22;Randers FC;88;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;190280;Patrik Carlgren;Goalkeeper;1992-01-08;Randers FC;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;255468;Adam Andersson;Defender;1996-11-11;Randers FC;90;1;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;255469;Joel Andersson;Defender;1996-11-11;FC Midtjylland;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;274984;Marvin Egho;Attack;1994-05-09;Randers FC;17;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;281252;Mads Thychosen;Defender;1997-06-27;FC Midtjylland;90;0;0;1;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;316750;Tosin Kehinde;Attack;1998-06-18;Randers FC;73;0;0;1;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;320272;Frederik Lauenborg;Midfield;1997-05-18;Randers FC;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;342389;Anders Dreyer;Attack;1998-05-02;FC Midtjylland;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;348875;Hugo Andersson;Defender;1999-01-01;Randers FC;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;383638;Juninho;Defender;1995-02-01;FC Midtjylland;22;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;45666;Bjorn Kopplin;Defender;1989-01-07;Randers FC;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;462823;Gustav Isaksen;Attack;2001-04-19;FC Midtjylland;76;1;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;462837;Nikolas Dyhr;Defender;2001-06-18;FC Midtjylland;22;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;464373;Elias Rafn Olafsson;Goalkeeper;2000-03-11;FC Midtjylland;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;490309;Edward Chilufya;Attack;1999-09-17;FC Midtjylland;68;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;491890;Stephen Odey;Attack;1998-01-15;Randers FC;31;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;520492;Paulinho;Defender;1995-01-03;FC Midtjylland;68;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;525990;Tobias Klysner;Attack;2001-07-03;Randers FC;2;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;566571;Oliver Bundgaard;Defender;2001-06-15;Randers FC;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;663424;Lasse Berg Johnsen;Midfield;1999-08-18;Randers FC;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;699783;Raphael Onyedika;Midfield;2001-04-19;FC Midtjylland;90;0;0;0;0
3828412;2022-07-15;FC Midtjylland;Randers FC;1;1;0;superligaen;Denmark;93315;Henrik Dalsgaard;Defender;1989-07-27;FC Midtjylland;90;0;0;1;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;178957;Bryan Idowu;Defender;1992-05-18;FK Khimki;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;217033;Aleksey Sutormin;Attack;1994-01-10;Zenit St. Petersburg;75;0;0;1;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;220793;Douglas Santos;Defender;1994-03-22;Zenit St. Petersburg;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;230946;Ilya Lantratov;Goalkeeper;1995-11-11;FK Khimki;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;232093;Reziuan Mirzov;Attack;1993-06-22;FK Khimki;10;1;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;235339;Dmitriy Chistyakov;Defender;1994-01-13;Zenit St. Petersburg;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;257468;Nemanja Glavcic;Midfield;1997-02-19;FK Khimki;10;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;257668;Wilmar Barrios;Midfield;1993-10-16;Zenit St. Petersburg;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;263963;Aleksandr Zuev;Attack;1996-06-26;FK Khimki;29;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;279242;Zelimkhan Bakaev;Attack;1996-07-01;Zenit St. Petersburg;25;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;279570;Daler Kuzyaev;Midfield;1993-01-15;Zenit St. Petersburg;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;301037;Aleksandr Filin;Defender;1996-06-25;FK Khimki;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;318468;Aleksandr Rudenko;Attack;1999-03-15;FK Khimki;71;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;323704;Malcom;Attack;1997-02-26;Zenit St. Petersburg;82;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;362570;Andrey Mostovoy;Attack;1997-11-05;Zenit St. Petersburg;8;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;362667;Mateo Cassierra;Attack;1997-04-13;Zenit St. Petersburg;24;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;372535;Danil Krugovoy;Defender;1998-05-28;Zenit St. Petersburg;8;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;395659;Ivan Sergeev;Attack;1995-05-11;Zenit St. Petersburg;66;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;403315;Claudinho;Midfield;1997-01-28;Zenit St. Petersburg;65;0;1;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;499721;Wendel;Midfield;1997-08-28;Zenit St. Petersburg;82;1;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;510782;Rodrigao;Defender;1995-09-11;Zenit St. Petersburg;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;515249;Artur Chernyi;Defender;2000-12-11;FK Khimki;71;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;515506;Aleksandr Dolgov;Attack;1998-09-24;FK Khimki;19;0;1;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;55336;Denis Glushakov;Midfield;1987-01-27;FK Khimki;80;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;555135;Daniil Odoevskiy;Goalkeeper;2003-01-22;Zenit St. Petersburg;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;717585;Mory Gbane;Midfield;2000-12-25;FK Khimki;90;0;0;0;0
3842706;2022-07-15;FK Khimki;Zenit St. Petersburg;1;1;0;premier-liga;Russia;84483;Aleksandr Erokhin;Midfield;1989-10-13;Zenit St. Petersburg;15;0;0;0;0
3842700;2022-07-16;CSKA Moscow;Ural Yekaterinburg;2;0;1;premier-liga;Russia;131323;Danijel Miskic;Midfield;1993-10-11;Ural Yekaterinburg;90;0;0;0;0
3842700;2022-07-16;CSKA Moscow;Ural Yekaterinburg;2;0;1;premier-liga;Russia;15570;Igor Akinfeev;Goalkeeper;1986-04-08;CSKA Moscow;90;0;0;0;0
3842700;2022-07-16;CSKA Moscow;Ural Yekaterinburg;2;0;1;premier-liga;Russia;207528;Vyacheslav Podberezkin;Midfield;1992-06-21;Ural Yekaterinburg;80;0;0;0;0
